data,estacao,ano,mes,horario,feriado,dia_trabalho,clima,quantidade
2011-04-24,primavera,2011,abril,1,nao,nao,ensolarado,54
2011-04-24,primavera,2011,abril,2,nao,nao,ensolarado,72
2011-04-24,primavera,2011,abril,3,nao,nao,ensolarado,24
2011-04-24,primavera,2011,abril,4,nao,nao,ensolarado,5
2011-04-24,primavera,2011,abril,5,nao,nao,ensolarado,12
2011-04-24,primavera,2011,abril,6,nao,nao,nublado,13
2011-04-24,primavera,2011,abril,7,nao,nao,nublado,27
2011-04-24,primavera,2011,abril,8,nao,nao,ensolarado,80
2011-04-24,primavera,2011,abril,9,nao,nao,ensolarado,177
2011-04-24,primavera,2011,abril,10,nao,nao,ensolarado,289
2011-04-24,primavera,2011,abril,11,nao,nao,ensolarado,317
2011-04-24,primavera,2011,abril,12,nao,nao,ensolarado,388
2011-04-24,primavera,2011,abril,13,nao,nao,ensolarado,441
2011-04-24,primavera,2011,abril,14,nao,nao,ensolarado,420
2011-04-24,primavera,2011,abril,15,nao,nao,ensolarado,369
2011-04-24,primavera,2011,abril,16,nao,nao,ensolarado,359
2011-04-24,primavera,2011,abril,17,nao,nao,ensolarado,331
2011-04-24,primavera,2011,abril,18,nao,nao,ensolarado,270
2011-04-24,primavera,2011,abril,19,nao,nao,garoa,194
2011-04-24,primavera,2011,abril,20,nao,nao,garoa,105
2011-04-24,primavera,2011,abril,21,nao,nao,garoa,61
2011-04-24,primavera,2011,abril,22,nao,nao,garoa,45
2011-04-24,primavera,2011,abril,23,nao,nao,garoa,42
2011-04-25,primavera,2011,abril,0,nao,sim,garoa,12
2011-04-25,primavera,2011,abril,1,nao,sim,ensolarado,10
2011-04-25,primavera,2011,abril,2,nao,sim,ensolarado,10
2011-04-25,primavera,2011,abril,3,nao,sim,nublado,10
2011-04-25,primavera,2011,abril,4,nao,sim,nublado,5
2011-04-25,primavera,2011,abril,5,nao,sim,nublado,17
2011-04-25,primavera,2011,abril,6,nao,sim,nublado,66
2011-04-25,primavera,2011,abril,7,nao,sim,nublado,196
2011-04-25,primavera,2011,abril,8,nao,sim,ensolarado,353
2011-04-25,primavera,2011,abril,9,nao,sim,ensolarado,174
2011-04-25,primavera,2011,abril,10,nao,sim,ensolarado,125
2011-04-25,primavera,2011,abril,11,nao,sim,ensolarado,147
2011-04-25,primavera,2011,abril,12,nao,sim,ensolarado,188
2011-04-25,primavera,2011,abril,13,nao,sim,ensolarado,203
2011-04-25,primavera,2011,abril,14,nao,sim,ensolarado,146
2011-04-25,primavera,2011,abril,15,nao,sim,ensolarado,175
2011-04-25,primavera,2011,abril,16,nao,sim,ensolarado,239
2011-04-25,primavera,2011,abril,17,nao,sim,ensolarado,521
2011-04-25,primavera,2011,abril,18,nao,sim,ensolarado,499
2011-04-25,primavera,2011,abril,19,nao,sim,ensolarado,382
2011-04-25,primavera,2011,abril,20,nao,sim,ensolarado,237
2011-04-25,primavera,2011,abril,21,nao,sim,ensolarado,190
2011-04-25,primavera,2011,abril,22,nao,sim,ensolarado,106
2011-04-25,primavera,2011,abril,23,nao,sim,ensolarado,62
2011-04-26,primavera,2011,abril,0,nao,sim,ensolarado,27
2011-04-26,primavera,2011,abril,1,nao,sim,ensolarado,21
2011-04-26,primavera,2011,abril,2,nao,sim,ensolarado,26
2011-04-26,primavera,2011,abril,3,nao,sim,ensolarado,21
2011-04-26,primavera,2011,abril,4,nao,sim,ensolarado,6
2011-04-26,primavera,2011,abril,5,nao,sim,ensolarado,16
2011-04-26,primavera,2011,abril,6,nao,sim,ensolarado,80
2011-04-26,primavera,2011,abril,7,nao,sim,ensolarado,270
2011-04-26,primavera,2011,abril,8,nao,sim,ensolarado,449
2011-04-26,primavera,2011,abril,9,nao,sim,ensolarado,199
2011-04-26,primavera,2011,abril,10,nao,sim,ensolarado,120
2011-04-26,primavera,2011,abril,11,nao,sim,ensolarado,172
2011-04-26,primavera,2011,abril,12,nao,sim,ensolarado,186
2011-04-26,primavera,2011,abril,13,nao,sim,ensolarado,176
2011-04-26,primavera,2011,abril,14,nao,sim,ensolarado,155
2011-04-26,primavera,2011,abril,15,nao,sim,ensolarado,153
2011-04-26,primavera,2011,abril,16,nao,sim,ensolarado,291
2011-04-26,primavera,2011,abril,17,nao,sim,ensolarado,521
2011-04-26,primavera,2011,abril,18,nao,sim,ensolarado,528
2011-04-26,primavera,2011,abril,19,nao,sim,ensolarado,328
2011-04-26,primavera,2011,abril,20,nao,sim,ensolarado,234
2011-04-26,primavera,2011,abril,21,nao,sim,ensolarado,195
2011-04-26,primavera,2011,abril,22,nao,sim,nublado,148
2011-04-26,primavera,2011,abril,23,nao,sim,nublado,78
2011-04-27,primavera,2011,abril,0,nao,sim,ensolarado,27
2011-04-27,primavera,2011,abril,1,nao,sim,ensolarado,17
2011-04-27,primavera,2011,abril,2,nao,sim,ensolarado,5
2011-04-27,primavera,2011,abril,3,nao,sim,nublado,7
2011-04-27,primavera,2011,abril,4,nao,sim,ensolarado,6
2011-04-27,primavera,2011,abril,5,nao,sim,nublado,17
2011-04-27,primavera,2011,abril,6,nao,sim,ensolarado,84
2011-04-27,primavera,2011,abril,7,nao,sim,nublado,246
2011-04-27,primavera,2011,abril,8,nao,sim,nublado,444
2011-04-27,primavera,2011,abril,9,nao,sim,nublado,181
2011-04-27,primavera,2011,abril,10,nao,sim,nublado,92
2011-04-27,primavera,2011,abril,11,nao,sim,nublado,156
2011-04-27,primavera,2011,abril,12,nao,sim,ensolarado,173
2011-04-27,primavera,2011,abril,13,nao,sim,ensolarado,150
2011-04-27,primavera,2011,abril,14,nao,sim,ensolarado,148
2011-04-27,primavera,2011,abril,15,nao,sim,ensolarado,138
2011-04-27,primavera,2011,abril,16,nao,sim,ensolarado,218
2011-04-27,primavera,2011,abril,17,nao,sim,garoa,521
2011-04-27,primavera,2011,abril,18,nao,sim,garoa,412
2011-04-27,primavera,2011,abril,19,nao,sim,ensolarado,260
2011-04-27,primavera,2011,abril,20,nao,sim,ensolarado,218
2011-04-27,primavera,2011,abril,21,nao,sim,ensolarado,145
2011-04-27,primavera,2011,abril,22,nao,sim,nublado,129
2011-04-27,primavera,2011,abril,23,nao,sim,nublado,78
2011-04-28,primavera,2011,abril,0,nao,sim,ensolarado,54
2011-04-28,primavera,2011,abril,1,nao,sim,nublado,20
2011-04-28,primavera,2011,abril,2,nao,sim,nublado,21
2011-04-28,primavera,2011,abril,3,nao,sim,nublado,3
2011-04-28,primavera,2011,abril,4,nao,sim,nublado,9
2011-04-28,primavera,2011,abril,5,nao,sim,nublado,13
2011-04-28,primavera,2011,abril,6,nao,sim,nublado,86
2011-04-28,primavera,2011,abril,7,nao,sim,nublado,215
2011-04-28,primavera,2011,abril,8,nao,sim,nublado,398
2011-04-28,primavera,2011,abril,9,nao,sim,garoa,183
2011-04-28,primavera,2011,abril,10,nao,sim,nublado,54
2011-04-28,primavera,2011,abril,11,nao,sim,nublado,84
2011-04-28,primavera,2011,abril,12,nao,sim,nublado,107
2011-04-28,primavera,2011,abril,13,nao,sim,nublado,121
2011-04-28,primavera,2011,abril,14,nao,sim,ensolarado,142
2011-04-28,primavera,2011,abril,15,nao,sim,ensolarado,163
2011-04-28,primavera,2011,abril,16,nao,sim,ensolarado,270
2011-04-28,primavera,2011,abril,17,nao,sim,ensolarado,455
2011-04-28,primavera,2011,abril,18,nao,sim,ensolarado,530
2011-04-28,primavera,2011,abril,19,nao,sim,ensolarado,404
2011-04-28,primavera,2011,abril,20,nao,sim,ensolarado,269
2011-04-28,primavera,2011,abril,21,nao,sim,ensolarado,194
2011-04-28,primavera,2011,abril,22,nao,sim,ensolarado,153
2011-04-28,primavera,2011,abril,23,nao,sim,ensolarado,110
2011-04-29,primavera,2011,abril,0,nao,sim,ensolarado,48
2011-04-29,primavera,2011,abril,1,nao,sim,ensolarado,31
2011-04-29,primavera,2011,abril,2,nao,sim,ensolarado,10
2011-04-29,primavera,2011,abril,3,nao,sim,ensolarado,5
2011-04-29,primavera,2011,abril,4,nao,sim,ensolarado,6
2011-04-29,primavera,2011,abril,5,nao,sim,ensolarado,25
2011-04-29,primavera,2011,abril,6,nao,sim,ensolarado,71
2011-04-29,primavera,2011,abril,7,nao,sim,ensolarado,240
2011-04-29,primavera,2011,abril,8,nao,sim,ensolarado,421
2011-04-29,primavera,2011,abril,9,nao,sim,ensolarado,230
2011-04-29,primavera,2011,abril,10,nao,sim,ensolarado,156
2011-04-29,primavera,2011,abril,11,nao,sim,ensolarado,157
2011-04-29,primavera,2011,abril,12,nao,sim,ensolarado,223
2011-04-29,primavera,2011,abril,13,nao,sim,ensolarado,308
2011-04-29,primavera,2011,abril,14,nao,sim,ensolarado,248
2011-04-29,primavera,2011,abril,15,nao,sim,nublado,252
2011-04-29,primavera,2011,abril,16,nao,sim,nublado,299
2011-04-29,primavera,2011,abril,17,nao,sim,nublado,508
2011-04-29,primavera,2011,abril,18,nao,sim,ensolarado,439
2011-04-29,primavera,2011,abril,19,nao,sim,ensolarado,270
2011-04-29,primavera,2011,abril,20,nao,sim,ensolarado,194
2011-04-29,primavera,2011,abril,21,nao,sim,ensolarado,195
2011-04-29,primavera,2011,abril,22,nao,sim,ensolarado,146
2011-04-29,primavera,2011,abril,23,nao,sim,nublado,113
2011-04-30,primavera,2011,abril,0,nao,nao,nublado,106
2011-04-30,primavera,2011,abril,1,nao,nao,nublado,74
2011-04-30,primavera,2011,abril,2,nao,nao,nublado,65
2011-04-30,primavera,2011,abril,3,nao,nao,nublado,17
2011-04-30,primavera,2011,abril,4,nao,nao,nublado,7
2011-04-30,primavera,2011,abril,5,nao,nao,ensolarado,7
2011-04-30,primavera,2011,abril,6,nao,nao,ensolarado,21
2011-04-30,primavera,2011,abril,7,nao,nao,ensolarado,48
2011-04-30,primavera,2011,abril,8,nao,nao,ensolarado,91
2011-04-30,primavera,2011,abril,9,nao,nao,ensolarado,156
2011-04-30,primavera,2011,abril,10,nao,nao,ensolarado,279
2011-04-30,primavera,2011,abril,11,nao,nao,ensolarado,321
2011-04-30,primavera,2011,abril,12,nao,nao,ensolarado,416
2011-04-30,primavera,2011,abril,13,nao,nao,ensolarado,455
2011-04-30,primavera,2011,abril,14,nao,nao,ensolarado,452
2011-04-30,primavera,2011,abril,15,nao,nao,ensolarado,499
2011-04-30,primavera,2011,abril,16,nao,nao,ensolarado,464
2011-04-30,primavera,2011,abril,17,nao,nao,ensolarado,407
2011-04-30,primavera,2011,abril,18,nao,nao,ensolarado,371
2011-04-30,primavera,2011,abril,19,nao,nao,ensolarado,387
2011-04-30,primavera,2011,abril,20,nao,nao,ensolarado,224
2011-04-30,primavera,2011,abril,21,nao,nao,ensolarado,177
2011-04-30,primavera,2011,abril,22,nao,nao,ensolarado,143
2011-04-30,primavera,2011,abril,23,nao,nao,ensolarado,125
2011-05-01,primavera,2011,maio,0,nao,nao,ensolarado,96
2011-05-01,primavera,2011,maio,1,nao,nao,ensolarado,59
2011-05-01,primavera,2011,maio,2,nao,nao,ensolarado,50
2011-05-01,primavera,2011,maio,3,nao,nao,ensolarado,23
2011-05-01,primavera,2011,maio,4,nao,nao,ensolarado,17
2011-05-01,primavera,2011,maio,5,nao,nao,ensolarado,10
2011-05-01,primavera,2011,maio,6,nao,nao,nublado,13
2011-05-01,primavera,2011,maio,7,nao,nao,nublado,33
2011-05-01,primavera,2011,maio,8,nao,nao,nublado,59
2011-05-01,primavera,2011,maio,9,nao,nao,nublado,141
2011-05-01,primavera,2011,maio,10,nao,nao,nublado,264
2011-05-01,primavera,2011,maio,11,nao,nao,ensolarado,250
2011-05-01,primavera,2011,maio,12,nao,nao,nublado,281
2011-05-01,primavera,2011,maio,13,nao,nao,nublado,332
2011-05-01,primavera,2011,maio,14,nao,nao,nublado,238
2011-05-01,primavera,2011,maio,15,nao,nao,nublado,266
2011-05-01,primavera,2011,maio,16,nao,nao,nublado,214
2011-05-01,primavera,2011,maio,17,nao,nao,nublado,196
2011-05-01,primavera,2011,maio,18,nao,nao,nublado,159
2011-05-01,primavera,2011,maio,19,nao,nao,nublado,178
2011-05-01,primavera,2011,maio,20,nao,nao,nublado,121
2011-05-01,primavera,2011,maio,21,nao,nao,nublado,105
2011-05-01,primavera,2011,maio,22,nao,nao,nublado,100
2011-05-01,primavera,2011,maio,23,nao,nao,ensolarado,146
2011-05-02,primavera,2011,maio,0,nao,sim,ensolarado,177
2011-05-02,primavera,2011,maio,1,nao,sim,ensolarado,114
2011-05-02,primavera,2011,maio,2,nao,sim,nublado,35
2011-05-02,primavera,2011,maio,3,nao,sim,ensolarado,16
2011-05-02,primavera,2011,maio,4,nao,sim,ensolarado,17
2011-05-02,primavera,2011,maio,5,nao,sim,nublado,20
2011-05-02,primavera,2011,maio,6,nao,sim,ensolarado,62
2011-05-02,primavera,2011,maio,7,nao,sim,nublado,209
2011-05-02,primavera,2011,maio,8,nao,sim,nublado,371
2011-05-02,primavera,2011,maio,9,nao,sim,nublado,172
2011-05-02,primavera,2011,maio,10,nao,sim,nublado,108
2011-05-02,primavera,2011,maio,11,nao,sim,ensolarado,130
2011-05-02,primavera,2011,maio,12,nao,sim,ensolarado,187
2011-05-02,primavera,2011,maio,13,nao,sim,nublado,170
2011-05-02,primavera,2011,maio,14,nao,sim,ensolarado,181
2011-05-02,primavera,2011,maio,15,nao,sim,ensolarado,155
2011-05-02,primavera,2011,maio,16,nao,sim,ensolarado,269
2011-05-02,primavera,2011,maio,17,nao,sim,ensolarado,537
2011-05-02,primavera,2011,maio,18,nao,sim,nublado,518
2011-05-02,primavera,2011,maio,19,nao,sim,nublado,314
2011-05-02,primavera,2011,maio,20,nao,sim,nublado,218
2011-05-02,primavera,2011,maio,21,nao,sim,nublado,232
2011-05-02,primavera,2011,maio,22,nao,sim,nublado,125
2011-05-02,primavera,2011,maio,23,nao,sim,nublado,64
2011-05-03,primavera,2011,maio,0,nao,sim,nublado,16
2011-05-03,primavera,2011,maio,1,nao,sim,nublado,14
2011-05-03,primavera,2011,maio,2,nao,sim,nublado,5
2011-05-03,primavera,2011,maio,3,nao,sim,ensolarado,2
2011-05-03,primavera,2011,maio,4,nao,sim,ensolarado,4
2011-05-03,primavera,2011,maio,5,nao,sim,ensolarado,14
2011-05-03,primavera,2011,maio,6,nao,sim,nublado,109
2011-05-03,primavera,2011,maio,7,nao,sim,nublado,265
2011-05-03,primavera,2011,maio,8,nao,sim,nublado,459
2011-05-03,primavera,2011,maio,9,nao,sim,nublado,186
2011-05-03,primavera,2011,maio,10,nao,sim,nublado,127
2011-05-03,primavera,2011,maio,11,nao,sim,nublado,140
2011-05-03,primavera,2011,maio,12,nao,sim,nublado,217
2011-05-03,primavera,2011,maio,13,nao,sim,nublado,194
2011-05-03,primavera,2011,maio,14,nao,sim,nublado,158
2011-05-03,primavera,2011,maio,15,nao,sim,nublado,154
2011-05-03,primavera,2011,maio,16,nao,sim,ensolarado,271
2011-05-03,primavera,2011,maio,17,nao,sim,ensolarado,517
2011-05-03,primavera,2011,maio,18,nao,sim,ensolarado,544
2011-05-03,primavera,2011,maio,19,nao,sim,ensolarado,365
2011-05-03,primavera,2011,maio,20,nao,sim,ensolarado,290
2011-05-03,primavera,2011,maio,21,nao,sim,nublado,225
2011-05-03,primavera,2011,maio,22,nao,sim,nublado,113
2011-05-03,primavera,2011,maio,23,nao,sim,nublado,62
2011-05-04,primavera,2011,maio,0,nao,sim,garoa,27
2011-05-04,primavera,2011,maio,1,nao,sim,garoa,7
2011-05-04,primavera,2011,maio,2,nao,sim,garoa,4
2011-05-04,primavera,2011,maio,3,nao,sim,garoa,1
2011-05-04,primavera,2011,maio,4,nao,sim,garoa,3
2011-05-04,primavera,2011,maio,5,nao,sim,garoa,9
2011-05-04,primavera,2011,maio,6,nao,sim,garoa,21
2011-05-04,primavera,2011,maio,7,nao,sim,garoa,52
2011-05-04,primavera,2011,maio,8,nao,sim,garoa,79
2011-05-04,primavera,2011,maio,9,nao,sim,garoa,40
2011-05-04,primavera,2011,maio,10,nao,sim,nublado,31
2011-05-04,primavera,2011,maio,11,nao,sim,ensolarado,72
2011-05-04,primavera,2011,maio,12,nao,sim,nublado,124
2011-05-04,primavera,2011,maio,13,nao,sim,nublado,143
2011-05-04,primavera,2011,maio,14,nao,sim,ensolarado,107
2011-05-04,primavera,2011,maio,15,nao,sim,ensolarado,129
2011-05-04,primavera,2011,maio,16,nao,sim,ensolarado,195
2011-05-04,primavera,2011,maio,17,nao,sim,ensolarado,410
2011-05-04,primavera,2011,maio,18,nao,sim,ensolarado,396
2011-05-04,primavera,2011,maio,19,nao,sim,ensolarado,296
2011-05-04,primavera,2011,maio,20,nao,sim,ensolarado,191
2011-05-04,primavera,2011,maio,21,nao,sim,ensolarado,150
2011-05-04,primavera,2011,maio,22,nao,sim,ensolarado,89
2011-05-04,primavera,2011,maio,23,nao,sim,ensolarado,57
2011-05-05,primavera,2011,maio,0,nao,sim,ensolarado,27
2011-05-05,primavera,2011,maio,1,nao,sim,ensolarado,10
2011-05-05,primavera,2011,maio,2,nao,sim,ensolarado,5
2011-05-05,primavera,2011,maio,3,nao,sim,ensolarado,4
2011-05-05,primavera,2011,maio,4,nao,sim,ensolarado,7
2011-05-05,primavera,2011,maio,5,nao,sim,ensolarado,30
2011-05-05,primavera,2011,maio,6,nao,sim,ensolarado,89
2011-05-05,primavera,2011,maio,7,nao,sim,ensolarado,271
2011-05-05,primavera,2011,maio,8,nao,sim,ensolarado,440
2011-05-05,primavera,2011,maio,9,nao,sim,ensolarado,184
2011-05-05,primavera,2011,maio,10,nao,sim,ensolarado,128
2011-05-05,primavera,2011,maio,11,nao,sim,ensolarado,148
2011-05-05,primavera,2011,maio,12,nao,sim,ensolarado,196
2011-05-05,primavera,2011,maio,13,nao,sim,ensolarado,192
2011-05-05,primavera,2011,maio,14,nao,sim,ensolarado,154
2011-05-05,primavera,2011,maio,15,nao,sim,ensolarado,147
2011-05-05,primavera,2011,maio,16,nao,sim,ensolarado,269
2011-05-05,primavera,2011,maio,17,nao,sim,ensolarado,533
2011-05-05,primavera,2011,maio,18,nao,sim,ensolarado,520
2011-05-05,primavera,2011,maio,19,nao,sim,ensolarado,361
2011-05-05,primavera,2011,maio,20,nao,sim,ensolarado,258
2011-05-05,primavera,2011,maio,21,nao,sim,ensolarado,180
2011-05-05,primavera,2011,maio,22,nao,sim,ensolarado,165
2011-05-05,primavera,2011,maio,23,nao,sim,ensolarado,115
2011-05-06,primavera,2011,maio,0,nao,sim,ensolarado,56
2011-05-06,primavera,2011,maio,1,nao,sim,ensolarado,32
2011-05-06,primavera,2011,maio,2,nao,sim,ensolarado,16
2011-05-06,primavera,2011,maio,3,nao,sim,ensolarado,9
2011-05-06,primavera,2011,maio,4,nao,sim,ensolarado,1
2011-05-06,primavera,2011,maio,5,nao,sim,ensolarado,16
2011-05-06,primavera,2011,maio,6,nao,sim,ensolarado,82
2011-05-06,primavera,2011,maio,7,nao,sim,ensolarado,222
2011-05-06,primavera,2011,maio,8,nao,sim,ensolarado,450
2011-05-06,primavera,2011,maio,9,nao,sim,ensolarado,188
2011-05-06,primavera,2011,maio,10,nao,sim,nublado,127
2011-05-06,primavera,2011,maio,11,nao,sim,nublado,165
2011-05-06,primavera,2011,maio,12,nao,sim,ensolarado,246
2011-05-06,primavera,2011,maio,13,nao,sim,ensolarado,253
2011-05-06,primavera,2011,maio,14,nao,sim,ensolarado,213
2011-05-06,primavera,2011,maio,15,nao,sim,ensolarado,260
2011-05-06,primavera,2011,maio,16,nao,sim,ensolarado,344
2011-05-06,primavera,2011,maio,17,nao,sim,ensolarado,553
2011-05-06,primavera,2011,maio,18,nao,sim,garoa,470
2011-05-06,primavera,2011,maio,19,nao,sim,garoa,292
2011-05-06,primavera,2011,maio,20,nao,sim,ensolarado,190
2011-05-06,primavera,2011,maio,21,nao,sim,ensolarado,152
2011-05-06,primavera,2011,maio,22,nao,sim,ensolarado,151
2011-05-06,primavera,2011,maio,23,nao,sim,ensolarado,120
2011-05-07,primavera,2011,maio,0,nao,nao,ensolarado,86
2011-05-07,primavera,2011,maio,1,nao,nao,ensolarado,58
2011-05-07,primavera,2011,maio,2,nao,nao,ensolarado,52
2011-05-07,primavera,2011,maio,3,nao,nao,ensolarado,18
2011-05-07,primavera,2011,maio,4,nao,nao,ensolarado,5
2011-05-07,primavera,2011,maio,5,nao,nao,ensolarado,7
2011-05-07,primavera,2011,maio,6,nao,nao,ensolarado,13
2011-05-07,primavera,2011,maio,7,nao,nao,ensolarado,40
2011-05-07,primavera,2011,maio,8,nao,nao,ensolarado,115
2011-05-07,primavera,2011,maio,9,nao,nao,ensolarado,218
2011-05-07,primavera,2011,maio,10,nao,nao,ensolarado,298
2011-05-07,primavera,2011,maio,11,nao,nao,ensolarado,347
2011-05-07,primavera,2011,maio,12,nao,nao,ensolarado,373
2011-05-07,primavera,2011,maio,13,nao,nao,ensolarado,436
2011-05-07,primavera,2011,maio,14,nao,nao,garoa,378
2011-05-07,primavera,2011,maio,15,nao,nao,ensolarado,378
2011-05-07,primavera,2011,maio,16,nao,nao,ensolarado,342
2011-05-07,primavera,2011,maio,17,nao,nao,ensolarado,354
2011-05-07,primavera,2011,maio,18,nao,nao,ensolarado,289
2011-05-07,primavera,2011,maio,19,nao,nao,ensolarado,267
2011-05-07,primavera,2011,maio,20,nao,nao,ensolarado,219
2011-05-07,primavera,2011,maio,21,nao,nao,ensolarado,182
2011-05-07,primavera,2011,maio,22,nao,nao,ensolarado,120
2011-05-07,primavera,2011,maio,23,nao,nao,ensolarado,119
2011-05-08,primavera,2011,maio,0,nao,nao,nublado,100
2011-05-08,primavera,2011,maio,1,nao,nao,nublado,64
2011-05-08,primavera,2011,maio,2,nao,nao,ensolarado,59
2011-05-08,primavera,2011,maio,3,nao,nao,ensolarado,31
2011-05-08,primavera,2011,maio,4,nao,nao,ensolarado,10
2011-05-08,primavera,2011,maio,5,nao,nao,nublado,5
2011-05-08,primavera,2011,maio,6,nao,nao,nublado,6
2011-05-08,primavera,2011,maio,7,nao,nao,nublado,23
2011-05-08,primavera,2011,maio,8,nao,nao,ensolarado,86
2011-05-08,primavera,2011,maio,9,nao,nao,ensolarado,160
2011-05-08,primavera,2011,maio,10,nao,nao,ensolarado,244
2011-05-08,primavera,2011,maio,11,nao,nao,ensolarado,340
2011-05-08,primavera,2011,maio,12,nao,nao,ensolarado,382
2011-05-08,primavera,2011,maio,13,nao,nao,ensolarado,390
2011-05-08,primavera,2011,maio,14,nao,nao,ensolarado,366
2011-05-08,primavera,2011,maio,15,nao,nao,ensolarado,358
2011-05-08,primavera,2011,maio,16,nao,nao,ensolarado,385
2011-05-08,primavera,2011,maio,17,nao,nao,garoa,351
2011-05-08,primavera,2011,maio,18,nao,nao,ensolarado,268
2011-05-08,primavera,2011,maio,19,nao,nao,ensolarado,239
2011-05-08,primavera,2011,maio,20,nao,nao,ensolarado,174
2011-05-08,primavera,2011,maio,21,nao,nao,ensolarado,127
2011-05-08,primavera,2011,maio,22,nao,nao,ensolarado,115
2011-05-08,primavera,2011,maio,23,nao,nao,ensolarado,50
2011-05-09,primavera,2011,maio,0,nao,sim,ensolarado,53
2011-05-09,primavera,2011,maio,1,nao,sim,ensolarado,33
2011-05-09,primavera,2011,maio,2,nao,sim,ensolarado,8
2011-05-09,primavera,2011,maio,3,nao,sim,ensolarado,7
2011-05-09,primavera,2011,maio,4,nao,sim,ensolarado,4
2011-05-09,primavera,2011,maio,5,nao,sim,ensolarado,23
2011-05-09,primavera,2011,maio,6,nao,sim,ensolarado,89
2011-05-09,primavera,2011,maio,7,nao,sim,ensolarado,237
2011-05-09,primavera,2011,maio,8,nao,sim,ensolarado,374
2011-05-09,primavera,2011,maio,9,nao,sim,ensolarado,178
2011-05-09,primavera,2011,maio,10,nao,sim,ensolarado,119
2011-05-09,primavera,2011,maio,11,nao,sim,ensolarado,125
2011-05-09,primavera,2011,maio,12,nao,sim,ensolarado,195
2011-05-09,primavera,2011,maio,13,nao,sim,ensolarado,174
2011-05-09,primavera,2011,maio,14,nao,sim,ensolarado,162
2011-05-09,primavera,2011,maio,15,nao,sim,ensolarado,199
2011-05-09,primavera,2011,maio,16,nao,sim,ensolarado,304
2011-05-09,primavera,2011,maio,17,nao,sim,ensolarado,598
2011-05-09,primavera,2011,maio,18,nao,sim,ensolarado,524
2011-05-09,primavera,2011,maio,19,nao,sim,ensolarado,384
2011-05-09,primavera,2011,maio,20,nao,sim,ensolarado,239
2011-05-09,primavera,2011,maio,21,nao,sim,ensolarado,156
2011-05-09,primavera,2011,maio,22,nao,sim,ensolarado,116
2011-05-09,primavera,2011,maio,23,nao,sim,ensolarado,61
2011-05-10,primavera,2011,maio,0,nao,sim,ensolarado,18
2011-05-10,primavera,2011,maio,1,nao,sim,ensolarado,15
2011-05-10,primavera,2011,maio,2,nao,sim,ensolarado,5
2011-05-10,primavera,2011,maio,3,nao,sim,ensolarado,4
2011-05-10,primavera,2011,maio,4,nao,sim,ensolarado,2
2011-05-10,primavera,2011,maio,5,nao,sim,ensolarado,29
2011-05-10,primavera,2011,maio,6,nao,sim,ensolarado,112
2011-05-10,primavera,2011,maio,7,nao,sim,nublado,314
2011-05-10,primavera,2011,maio,8,nao,sim,nublado,425
2011-05-10,primavera,2011,maio,9,nao,sim,nublado,205
2011-05-10,primavera,2011,maio,10,nao,sim,nublado,127
2011-05-10,primavera,2011,maio,11,nao,sim,nublado,125
2011-05-10,primavera,2011,maio,12,nao,sim,nublado,217
2011-05-10,primavera,2011,maio,13,nao,sim,nublado,202
2011-05-10,primavera,2011,maio,14,nao,sim,nublado,176
2011-05-10,primavera,2011,maio,15,nao,sim,nublado,180
2011-05-10,primavera,2011,maio,16,nao,sim,ensolarado,327
2011-05-10,primavera,2011,maio,17,nao,sim,ensolarado,611
2011-05-10,primavera,2011,maio,18,nao,sim,ensolarado,550
2011-05-10,primavera,2011,maio,19,nao,sim,ensolarado,434
2011-05-10,primavera,2011,maio,20,nao,sim,ensolarado,291
2011-05-10,primavera,2011,maio,21,nao,sim,ensolarado,203
2011-05-10,primavera,2011,maio,22,nao,sim,ensolarado,150
2011-05-10,primavera,2011,maio,23,nao,sim,nublado,81
2011-05-11,primavera,2011,maio,0,nao,sim,nublado,38
2011-05-11,primavera,2011,maio,1,nao,sim,nublado,20
2011-05-11,primavera,2011,maio,2,nao,sim,ensolarado,10
2011-05-11,primavera,2011,maio,3,nao,sim,ensolarado,3
2011-05-11,primavera,2011,maio,4,nao,sim,nublado,2
2011-05-11,primavera,2011,maio,5,nao,sim,ensolarado,20
2011-05-11,primavera,2011,maio,6,nao,sim,ensolarado,99
2011-05-11,primavera,2011,maio,7,nao,sim,ensolarado,318
2011-05-11,primavera,2011,maio,8,nao,sim,ensolarado,442
2011-05-11,primavera,2011,maio,9,nao,sim,ensolarado,203
2011-05-11,primavera,2011,maio,10,nao,sim,ensolarado,154
2011-05-11,primavera,2011,maio,11,nao,sim,ensolarado,141
2011-05-11,primavera,2011,maio,12,nao,sim,ensolarado,226
2011-05-11,primavera,2011,maio,13,nao,sim,ensolarado,193
2011-05-11,primavera,2011,maio,14,nao,sim,ensolarado,177
2011-05-11,primavera,2011,maio,15,nao,sim,ensolarado,179
2011-05-11,primavera,2011,maio,16,nao,sim,ensolarado,289
2011-05-11,primavera,2011,maio,17,nao,sim,ensolarado,259
2011-05-11,primavera,2011,maio,18,nao,sim,ensolarado,274
2011-05-11,primavera,2011,maio,19,nao,sim,ensolarado,401
2011-05-11,primavera,2011,maio,20,nao,sim,ensolarado,273
2011-05-11,primavera,2011,maio,21,nao,sim,ensolarado,234
2011-05-11,primavera,2011,maio,22,nao,sim,ensolarado,146
2011-05-11,primavera,2011,maio,23,nao,sim,ensolarado,81
